Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,FranchiseTag,Total_Regional_Sales,Sales_Ratio
10121,samurai warriors 4ii,ps3,2015,action,tecmo koei,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10122,bloodrayne,gc,2002,shooter,universal interactive,0.09,0.02,0.0,0.0,0.11,2000,0,0.11,1.0
10123,the hardy boys the hidden theft,wii,2009,adventure,the adventure company,0.07,0.03,0.0,0.01,0.11,2000,0,0.11,1.0
10124,metal slug 4  5,ps2,2005,shooter,snk playmore,0.05,0.04,0.0,0.01,0.11,2000,1,0.09999999999999999,1.1
10125,pacman and the ghostly adventures 2,x360,2014,adventure,namco bandai games,0.05,0.05,0.0,0.01,0.11,2010,1,0.11,1.0
10126,ecw anarchy rulz,ps,1999,fighting,acclaim entertainment,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10127,inuyasha a feudal fairy tale,ps,2002,fighting,namco bandai games,0.0,0.0,0.1,0.01,0.11,2000,0,0.11,1.0
10128,gem quest 4 elements,ds,2011,puzzle,mastertronic,0.05,0.05,0.0,0.01,0.11,2010,1,0.11,1.0
10129,funky barn,3ds,2012,simulation,ubisoft,0.07,0.03,0.0,0.01,0.11,2010,0,0.11,1.0
10130,jleague winning eleven 9 asia championship,ps2,2005,sports,konami digital entertainment,0.0,0.0,0.11,0.0,0.11,2000,1,0.11,1.0
10131,sabrina the teenage witch potion commotion,gba,2002,action,ubisoft,0.08,0.03,0.0,0.0,0.11,2000,0,0.11,1.0
10132,pacman pinball advance,gba,2005,misc,zoo digital publishing,0.08,0.03,0.0,0.0,0.11,2000,0,0.11,1.0
10133,pocket pets,ds,2007,simulation,o3 entertainment,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10134,yu yu hakusho tournament tactics,gba,2004,strategy,atari,0.08,0.03,0.0,0.0,0.11,2000,0,0.11,1.0
10135,home run king,gc,2002,sports,sega,0.09,0.02,0.0,0.0,0.11,2000,0,0.11,1.0
10136,power rangers super legends,ds,2007,action,disney interactive studios,0.08,0.03,0.0,0.01,0.11,2000,0,0.12,0.92
10137,to heart 2 dungeon travelers,psp,2011,adventure,aqua plus,0.0,0.0,0.11,0.0,0.11,2010,1,0.11,1.0
10138,where the wild things are,x360,2009,platform,warner bros interactive entertainment,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10139,lost in blue,ds,2005,adventure,konami digital entertainment,0.07,0.02,0.02,0.01,0.11,2000,0,0.12000000000000001,0.92
10140,criminal girls invite only,psv,2013,roleplaying,nippon ichi software,0.04,0.02,0.04,0.02,0.11,2010,0,0.12000000000000001,0.92
10141,wwe all stars,ps2,2011,fighting,thq,0.05,0.04,0.0,0.01,0.11,2010,0,0.09999999999999999,1.1
10142,mlb power pros,ps2,2007,sports,konami digital entertainment,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10143,truth or lies,x360,2010,misc,thq,0.07,0.03,0.0,0.01,0.11,2010,0,0.11,1.0
10144,virtua fighter cg portrait series vol1 sarah bryant,sat,1995,misc,sega,0.0,0.0,0.11,0.0,0.11,1990,0,0.11,1.0
10145,kousoku card battle card hero,ds,2007,strategy,nintendo,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10146,airforce delta strike,ps2,2004,simulation,konami digital entertainment,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10147,doras big birthday adventure,wii,2010,misc,taketwo interactive,0.1,0.01,0.0,0.01,0.11,2010,0,0.12,0.92
10148,tokimeki memorial girls side 2nd season,ds,2008,adventure,konami digital entertainment,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10149,disneys peter pan return to never land,gba,2002,platform,ubisoft,0.08,0.03,0.0,0.0,0.11,2000,0,0.11,1.0
10150,the fairly odd parents breakin da rules,xb,2003,platform,thq,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10151,monkey island special edition collection,ps3,2011,adventure,activision,0.0,0.08,0.0,0.03,0.11,2010,0,0.11,1.0
10152,capcom vs snk 2 eo,gc,2002,fighting,capcom,0.09,0.02,0.0,0.0,0.11,2000,1,0.11,1.0
10153,hot wheels velocity x,gc,2002,racing,thq,0.09,0.02,0.0,0.0,0.11,2000,0,0.11,1.0
10154,super run for money tousouchuu atsumare saikyou no tousou monotachi,3ds,2015,action,namco bandai games,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10155,spyborgs,wii,2009,action,capcom,0.1,0.01,0.0,0.01,0.11,2000,0,0.12,0.92
10156,american girl julie finds a way,ds,2007,adventure,thq,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10157,contra advance the alien wars ex,gba,2002,shooter,konami digital entertainment,0.08,0.03,0.0,0.0,0.11,2000,0,0.11,1.0
10158,jikkyou powerful pro baseball 2016,ps3,2016,sports,konami digital entertainment,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10159,the history channel battle for the pacific,wii,2007,shooter,activision,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10160,18 wheels of steel extreme trucker 2,pc,2011,racing,rondomedia,0.08,0.02,0.0,0.01,0.11,2010,1,0.11,1.0
10161,happy feet two,3ds,2011,action,warner bros interactive entertainment,0.08,0.02,0.0,0.01,0.11,2010,0,0.11,1.0
10162,army men rts,ps2,2002,strategy,3do,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10163,mobile suit gundam ms sensen 0079,wii,2007,simulation,namco bandai games,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10164,pinball hall of fame the williams collection,psp,2008,misc,system 3 arcade software,0.09,0.01,0.0,0.01,0.11,2000,0,0.10999999999999999,1.0
10165,space chimps,x360,2008,platform,brash entertainment,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10166,the spiderwick chronicles,x360,2008,action,vivendi games,0.09,0.01,0.0,0.01,0.11,2000,0,0.10999999999999999,1.0
10167,project cars,pc,2015,racing,slightly mad studios,0.0,0.1,0.0,0.01,0.11,2010,0,0.11,1.0
10168,green lantern rise of the manhunters,ds,2011,action,warner bros interactive entertainment,0.08,0.02,0.0,0.01,0.11,2010,0,0.11,1.0
10169,eragon,psp,2006,action,vivendi games,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10170,shin kamaitachi no yoru 11 hitome no suspect,ps3,2011,adventure,thq,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10171,guitar rock tour,ds,2007,misc,gameloft,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10172,mortal kombat deception,gc,2005,fighting,midway games,0.09,0.02,0.0,0.0,0.11,2000,0,0.11,1.0
10173,espn nhl hockey,xb,2003,sports,sega,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10174,monster lab,ps2,2008,roleplaying,eidos interactive,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10175,xxx,gba,2002,action,activision,0.08,0.03,0.0,0.0,0.11,2000,0,0.11,1.0
10176,machinarium,pc,2009,adventure,daedalic,0.0,0.09,0.0,0.02,0.11,2000,0,0.11,1.0
10177,the smurfs 2,ps3,2013,platform,ubisoft,0.02,0.07,0.0,0.02,0.11,2010,1,0.11000000000000001,1.0
10178,maximum force,ps,1997,shooter,gt interactive,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10179,ncis 3d,3ds,2011,adventure,ubisoft,0.06,0.04,0.0,0.01,0.11,2010,0,0.11,1.0
10180,worms forts under siege,ps2,2004,strategy,acclaim entertainment,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10181,alvin and the chipmunks chipwrecked,ds,2011,misc,505 games,0.07,0.03,0.0,0.01,0.11,2010,0,0.11,1.0
10182,totally spies totally party,wii,2008,misc,ubisoft,0.09,0.01,0.0,0.01,0.11,2000,0,0.10999999999999999,1.0
10183,smash court tennis 3,x360,2007,sports,atari,0.08,0.02,0.0,0.01,0.11,2000,1,0.11,1.0
10184,atv quad kings,ds,2010,racing,storm city games,0.1,0.0,0.0,0.01,0.11,2010,0,0.11,1.0
10185,naruto shippuden naruto vs sasuke,ds,2008,action,takara tomy,0.08,0.0,0.03,0.01,0.11,2000,0,0.12,0.92
10186,dualpensports,3ds,2011,sports,namco bandai games,0.05,0.05,0.0,0.01,0.11,2010,0,0.11,1.0
10187,project snowblind,xb,2005,action,eidos interactive,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10188,astro boy the video game,ps2,2009,action,d3publisher,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10189,hop,ds,2011,platform,505 games,0.09,0.01,0.0,0.01,0.11,2010,0,0.10999999999999999,1.0
10190,brave story new traveler us sales,psp,2006,roleplaying,sony computer entertainment,0.11,0.0,0.0,0.0,0.11,2000,0,0.11,1.0
10191,disneys extreme skate adventure,xb,2003,sports,activision,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10192,tales of phantasia ps1  psp versions,psp,2006,roleplaying,namco bandai games,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10193,kouchuu ouja mushi king super collection,ds,2007,action,sega,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10194,the adventures of jimmy neutron boy genius jet fusion,gc,2003,action,thq,0.09,0.02,0.0,0.0,0.11,2000,0,0.11,1.0
10195,pacman world 2,gba,2005,action,zoo digital publishing,0.08,0.03,0.0,0.0,0.11,2000,1,0.11,1.0
10196,yoostar2,ps3,2011,misc,unknown,0.04,0.05,0.0,0.02,0.11,2010,0,0.11,1.0
10197,avatar the last airbender,psp,2006,adventure,thq,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10198,odama,gc,2006,misc,nintendo,0.07,0.02,0.02,0.0,0.11,2000,0,0.11000000000000001,1.0
10199,karaoke revolution presents american idol encore,x360,2008,misc,konami digital entertainment,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10200,flatout ultimate carnage,x360,2007,racing,empire interactive,0.07,0.03,0.0,0.01,0.11,2000,0,0.11,1.0
10201,mobile light force 2,ps2,2002,shooter,taito,0.05,0.04,0.0,0.01,0.11,2000,1,0.09999999999999999,1.1
10202,naval ops warship gunner,ps2,2003,simulation,tecmo koei,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10203,soma bringer,ds,2008,roleplaying,nintendo,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10204,sesame street ready set grover,wii,2011,misc,warner bros interactive entertainment,0.1,0.0,0.0,0.01,0.11,2010,0,0.11,1.0
10205,shin sangoku musou 6 special,psp,2011,action,tecmo koei,0.0,0.0,0.11,0.0,0.11,2010,1,0.11,1.0
10206,the penguins of madagascar dr blowhole returns  again,x360,2011,action,thq,0.07,0.03,0.0,0.01,0.11,2010,0,0.11,1.0
10207,go sudoku jp sales,psp,2005,puzzle,sony computer entertainment,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10208,ea replay,psp,2006,action,electronic arts,0.09,0.0,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10209,paws  claws pet vet australian adventures,ds,2009,simulation,thq,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10210,bionicle heroes,gc,2006,shooter,eidos interactive,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10211,trauma center under the knife 2,ds,2008,simulation,atlus,0.1,0.0,0.0,0.01,0.11,2000,1,0.11,1.0
10212,puss in boots,ds,2011,action,thq,0.09,0.01,0.0,0.01,0.11,2010,0,0.10999999999999999,1.0
10213,splitsecond,psp,2010,racing,disney interactive studios,0.07,0.02,0.0,0.02,0.11,2010,0,0.11000000000000001,1.0
10214,the croods prehistoric party,wii,2013,misc,d3publisher,0.03,0.07,0.0,0.01,0.11,2010,0,0.11,1.0
10215,the king of fighters 20002001,ps2,2003,fighting,ignition entertainment,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10216,lunacy,sat,1996,adventure,sega,0.0,0.0,0.11,0.0,0.11,1990,0,0.11,1.0
10217,batman  robin,ps,1998,action,acclaim entertainment,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10218,snowboard kids 2,n64,1999,sports,atlus,0.09,0.02,0.0,0.0,0.11,1990,1,0.11,1.0
10219,tonic trouble,n64,1999,platform,ubisoft,0.09,0.02,0.0,0.0,0.11,1990,0,0.11,1.0
10220,nuclear strike 64,n64,1999,simulation,thq,0.09,0.02,0.0,0.0,0.11,1990,0,0.11,1.0
10221,chameleon twist,n64,1997,platform,sunsoft,0.09,0.02,0.0,0.0,0.11,1990,0,0.11,1.0
10222,top gear rally 2,n64,1999,racing,kemco,0.09,0.02,0.0,0.0,0.11,1990,1,0.11,1.0
10223,chopper attack,n64,1997,action,gt interactive,0.09,0.02,0.0,0.0,0.11,1990,0,0.11,1.0
10224,vigilante 8 2nd offense,n64,2000,racing,activision,0.09,0.02,0.0,0.0,0.11,2000,1,0.11,1.0
10225,fighting force 64,n64,1999,action,crave entertainment,0.09,0.02,0.0,0.0,0.11,1990,0,0.11,1.0
10226,thief 2014,pc,2014,action,square enix,0.0,0.09,0.0,0.02,0.11,2010,0,0.11,1.0
10227,rock band metal track pack,wii,2009,misc,mtv games,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10228,pacman and the ghostly adventures 2,ps3,2014,adventure,namco bandai games,0.05,0.04,0.0,0.02,0.11,2010,1,0.11,1.0
10229,blazblue calamity trigger portable,psp,2010,fighting,pqube,0.07,0.01,0.03,0.01,0.11,2010,0,0.12,0.92
10230,night at the museum battle of the smithsonian,x360,2009,action,majesco entertainment,0.07,0.03,0.0,0.01,0.11,2000,0,0.11,1.0
10231,street fighter collection,sat,1996,fighting,capcom,0.0,0.0,0.11,0.0,0.11,1990,0,0.11,1.0
10232,ninja assault,ps2,2002,shooter,namco bandai games,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10233,tales of berseria,ps3,2016,roleplaying,namco bandai games,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10234,samurai warriors 4,psv,2014,action,tecmo koei,0.0,0.0,0.11,0.0,0.11,2010,1,0.11,1.0
10235,gungriffon blaze,ps2,2000,simulation,swing entertainment,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10236,higurashi no naku koro ni matsuri,ps2,2007,adventure,alchemist,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10237,frontier gate,psp,2011,roleplaying,konami digital entertainment,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10238,transformers devastation,ps3,2015,action,activision,0.03,0.07,0.0,0.02,0.11,2010,0,0.12000000000000001,0.92
10239,top angler real bass fishing,ps2,2002,sports,xicat interactive,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10240,gabrielles ghostly groove 3d,3ds,2011,adventure,funbox media,0.08,0.02,0.0,0.01,0.11,2010,0,0.11,1.0
10241,michael phelps push the limit,x360,2011,sports,505 games,0.09,0.01,0.0,0.01,0.11,2010,0,0.10999999999999999,1.0
10242,breakout,ps,1999,puzzle,hasbro interactive,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10243,frogger helmet chaos,psp,2005,platform,konami digital entertainment,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10244,akb48me,3ds,2012,action,unknown,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10245,touch detective 2 12,ds,2007,adventure,505 games,0.09,0.0,0.01,0.01,0.11,2000,1,0.10999999999999999,1.0
10246,alias,ps2,2004,action,acclaim entertainment,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10247,planet 51,x360,2009,action,sega,0.07,0.03,0.0,0.01,0.11,2000,0,0.11,1.0
10248,call of juarez the cartel,pc,2011,shooter,ubisoft,0.05,0.05,0.0,0.01,0.11,2010,0,0.11,1.0
10249,sakura taisen hanagumi tsuushin,sat,1997,misc,sega,0.0,0.0,0.11,0.0,0.11,1990,0,0.11,1.0
10250,famicom mini famicom tantei club  kieta koukeisha zenkouhen,gba,2004,adventure,nintendo,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10251,tornado outbreak,wii,2009,action,konami digital entertainment,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10252,pimp my ride,x360,2006,racing,activision,0.1,0.01,0.0,0.01,0.11,2000,0,0.12,0.92
10253,michael jackson the experience,psv,2011,misc,ubisoft,0.05,0.04,0.0,0.02,0.11,2010,0,0.11,1.0
10254,astro boy the video game,wii,2009,action,d3publisher,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10255,outlaw golf nine holes of christmas,xb,2002,sports,simon  schuster interactive,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10256,nhl rivals 2004,xb,2003,sports,microsoft game studios,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10257,xmen next dimension,xb,2002,fighting,activision,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10258,tyco rc assault with a battery,ps,1999,racing,syscom,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10259,felony 1179,ps,1997,racing,ascii entertainment,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10260,terraria,psv,2013,action,screenlife,0.0,0.01,0.09,0.0,0.11,2010,0,0.09999999999999999,1.1
10261,classic road,snes,1993,sports,victor interactive,0.0,0.0,0.11,0.0,0.11,1990,0,0.11,1.0
10262,bustamove ds,ds,2005,puzzle,505 games,0.08,0.02,0.0,0.01,0.11,2000,0,0.11,1.0
10263,nicktoons unite,ds,2006,adventure,thq,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10264,simanimals africa,ds,2009,simulation,electronic arts,0.08,0.02,0.0,0.01,0.11,2000,0,0.11,1.0
10265,death jr root of evil,wii,2008,platform,eidos interactive,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10266,one piece burning blood,psv,2016,fighting,namco bandai games,0.0,0.03,0.07,0.01,0.11,2010,0,0.11,1.0
10267,panzer dragoon saga,sat,1997,roleplaying,sega,0.0,0.0,0.11,0.0,0.11,1990,0,0.11,1.0
10268,sonic generations,pc,2011,platform,sega,0.02,0.07,0.0,0.02,0.11,2010,0,0.11000000000000001,1.0
10269,mushroom men rise of the fungi,ds,2008,action,southpeak games,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10270,shining ark,psp,2013,roleplaying,sega,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10271,the scorpion king rise of the akkadian,gc,2002,action,universal interactive,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10272,backyard baseball 10,wii,2009,sports,atari,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10273,transformers beast wars transmetals,ps,2000,fighting,bam entertainment,0.06,0.04,0.0,0.01,0.11,2000,0,0.11,1.0
10275,animal planet vet life,ds,2009,simulation,activision,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10276,my little sister cant be this cute portable,psp,2012,action,namco bandai games,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10277,silly bandz play the craze,ds,2010,puzzle,deep silver,0.1,0.0,0.0,0.01,0.11,2010,0,0.11,1.0
10278,charlie and the chocolate factory,xb,2005,adventure,global star,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10279,constantine,ps2,2005,action,sci,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10280,where the wild things are,ps3,2009,platform,warner bros interactive entertainment,0.09,0.01,0.0,0.01,0.11,2000,0,0.10999999999999999,1.0
10281,dynasty tactics 2,ps2,2003,strategy,tecmo koei,0.05,0.04,0.0,0.01,0.11,2000,1,0.09999999999999999,1.1
10282,real world golf,ps2,2005,sports,valcon games,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10283,winter heat,sat,1996,sports,sega,0.0,0.0,0.11,0.0,0.11,1990,0,0.11,1.0
10284,ty the tasmanian tiger 2 bush rescue,xb,2004,platform,electronic arts,0.08,0.02,0.0,0.0,0.11,2000,1,0.1,1.1
10285,digimon story cyber sleuth,ps4,2016,roleplaying,namco bandai games,0.0,0.09,0.0,0.02,0.11,2010,0,0.11,1.0
10286,juon the grudge,wii,2009,action,rising star games,0.08,0.01,0.01,0.01,0.11,2000,0,0.10999999999999999,1.0
10287,defender,gc,2002,misc,midway games,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10288,deca sports ds,ds,2009,sports,hudson soft,0.08,0.02,0.0,0.01,0.11,2000,0,0.11,1.0
10289,the polar express,gc,2004,adventure,thq,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10290,bmx xxx,xb,2002,sports,acclaim entertainment,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10291,atv quad frenzy,ds,2005,racing,majesco entertainment,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10292,akibas trip undead  undressed,ps3,2013,action,nippon ichi software,0.05,0.01,0.04,0.01,0.11,2010,0,0.11,1.0
10293,backyard nfl football 10,x360,2009,sports,atari,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10294,the godfather mob wars,psp,2006,action,electronic arts,0.09,0.01,0.0,0.01,0.11,2000,0,0.10999999999999999,1.0
10295,lady sia,gba,2001,platform,tdk mediactive,0.08,0.03,0.0,0.0,0.11,2000,0,0.11,1.0
10296,rock band metal track pack,ps2,2009,misc,mtv games,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10297,rocky balboa,psp,2007,sports,ubisoft,0.01,0.09,0.0,0.01,0.11,2000,0,0.10999999999999999,1.0
10298,the lord of the rings conquest,ds,2009,action,electronic arts,0.09,0.01,0.0,0.01,0.11,2000,0,0.10999999999999999,1.0
10299,pripara mezase idol grand prix no1,3ds,2015,misc,takara tomy,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10300,national geographic challenge,wii,2011,misc,black bean games,0.08,0.02,0.0,0.01,0.11,2010,0,0.11,1.0
10301,robotech invasion,ps2,2004,shooter,global star,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10302,hole in the wall deluxe edition,x360,2011,misc,ubisoft,0.1,0.0,0.0,0.01,0.11,2010,0,0.11,1.0
10303,dr seuss the cat in the hat,xb,2003,misc,vivendi games,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10304,rogue warrior,x360,2009,shooter,bethesda softworks,0.09,0.01,0.0,0.01,0.11,2000,0,0.10999999999999999,1.0
10305,irozuki tingle no koi no balloon trip,ds,2009,adventure,nintendo,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10306,master of the monster lair,ds,2007,roleplaying,rising star games,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10307,hellboy the science of evil,x360,2008,action,konami digital entertainment,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10308,murdered soul suspect,x360,2014,action,square enix,0.06,0.04,0.0,0.01,0.11,2010,0,0.11,1.0
10309,xmen destiny,wii,2011,action,activision,0.08,0.02,0.0,0.01,0.11,2010,0,0.11,1.0
10310,starsky  hutch,gc,2003,racing,bam entertainment,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10311,final fantasy i  ii,nes,1994,roleplaying,square,0.0,0.0,0.11,0.0,0.11,1990,1,0.11,1.0
10312,rugby 15,ps4,2015,sports,bigben interactive,0.03,0.06,0.0,0.02,0.11,2010,0,0.11,1.0
10313,langrisser iv,sat,1997,strategy,ncs,0.0,0.0,0.11,0.0,0.11,1990,1,0.11,1.0
10314,foxkidscom micro maniacs racing,ps,2000,racing,codemasters,0.06,0.04,0.0,0.01,0.11,2000,0,0.11,1.0
10315,cats  dogs the revenge of kitty galore,ds,2010,action,505 games,0.1,0.0,0.0,0.01,0.11,2010,0,0.11,1.0
10316,hexen beyond heretic,ps,1997,shooter,gt interactive,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10317,arcade party pak,ps,1999,misc,midway games,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10318,kotoba no puzzle mojipittan daijiten,psp,2004,puzzle,namco bandai games,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10319,yamaha supercross,ds,2009,racing,zoo digital publishing,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10320,picross 3d 2,3ds,2015,puzzle,nintendo,0.0,0.0,0.11,0.0,0.11,2010,1,0.11,1.0
10321,hitman trilogy,ps2,2007,action,eidos interactive,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10322,dragon quest  final fantasy in itadaki street portable,psp,2006,misc,square enix,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10323,tetris evolution,x360,2007,puzzle,thq,0.08,0.02,0.0,0.01,0.11,2000,0,0.11,1.0
10324,patapon 2,psp,2008,misc,sony computer entertainment,0.0,0.03,0.06,0.01,0.11,2000,1,0.09999999999999999,1.1
10325,cabelas adventure camp,ps3,2011,misc,activision,0.06,0.03,0.0,0.02,0.11,2010,0,0.11,1.0
10326,attack of the movies 3d,wii,2010,shooter,majesco entertainment,0.1,0.0,0.0,0.01,0.11,2010,0,0.11,1.0
10327,railroad tycoon ii,ps,1999,strategy,poptop software,0.06,0.04,0.0,0.01,0.11,1990,1,0.11,1.0
10328,angry birds star wars,wiiu,2013,strategy,activision,0.06,0.04,0.0,0.01,0.11,2010,0,0.11,1.0
10329,hysteria hospital emergency ward,ds,2009,action,oxygen interactive,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10330,the cheetah girls pop star sensations,ds,2007,misc,disney interactive studios,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10331,transformer rise of the dark spark,xone,2014,action,activision,0.06,0.03,0.0,0.01,0.11,2010,0,0.09999999999999999,1.1
10332,kirarin  revolution kira kira idol audition,ds,2006,simulation,konami digital entertainment,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10333,ranma 12 akanekodan teki hihou,snes,1993,roleplaying,toho,0.0,0.0,0.11,0.0,0.11,1990,0,0.11,1.0
10334,the bigs,psp,2007,sports,taketwo interactive,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10335,blades of time,x360,2012,action,konami digital entertainment,0.07,0.03,0.0,0.01,0.11,2010,0,0.11,1.0
10336,my boyfriend,ds,2008,simulation,dtp entertainment,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10337,scribblenauts unmasked a dc comics adventure,wiiu,2013,puzzle,warner bros interactive entertainment,0.1,0.0,0.0,0.01,0.11,2010,0,0.11,1.0
10338,victory zone,ps,1995,misc,sony computer entertainment,0.0,0.0,0.1,0.01,0.11,1990,0,0.11,1.0
10339,rengoku the tower of purgatory,psp,2005,action,konami digital entertainment,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10340,goal storm 97,ps,1996,sports,konami digital entertainment,0.01,0.0,0.09,0.01,0.11,1990,0,0.10999999999999999,1.0
10341,paws  claws pet resort,wii,2009,simulation,thq,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10342,dynasty warriors advance,gba,2005,action,nintendo,0.08,0.03,0.0,0.0,0.11,2000,0,0.11,1.0
10343,pachislot aruze oukoku 3,ps,2000,misc,aruze corp,0.0,0.0,0.1,0.01,0.11,2000,1,0.11,1.0
10344,science papa,ds,2009,misc,activision,0.09,0.01,0.0,0.01,0.11,2000,0,0.10999999999999999,1.0
